,retailer,retailer_id,invoice_date,region,state,city,product,price_per_unit,units_sold,total_sales,operating_profit,sales_method
2718,Kohl's,1189833,2021-04-03,Midwest,Montana,Billings,Men's Street Footwear,45,675,303750,136687.5,Outlet
2719,Kohl's,1189833,2021-04-03,Midwest,Montana,Billings,Men's Street Footwear,41,196,8036,4500.16,Online
2720,Foot Locker,1185732,2021-05-03,Midwest,Iowa,Des Moines,Women's Street Footwear,9,65,585,234,Online
2721,Foot Locker,1185732,2021-05-03,Midwest,Iowa,Des Moines,Men's Athletic Footwear,19,47,893,401.85,Online
2722,Foot Locker,1185732,2021-05-03,Midwest,Iowa,Des Moines,Men's Street Footwear,19,136,2584,1033.6,Online
2723,Foot Locker,1185732,2021-05-03,Southeast,South Carolina,Charleston,Men's Athletic Footwear,35,700,245000,85750,Online
2724,Foot Locker,1185732,2021-05-03,Midwest,Iowa,Des Moines,Women's Athletic Footwear,14,28,392,164.64,Online
2725,Foot Locker,1185732,2021-05-03,Midwest,Iowa,Des Moines,Men's Apparel,28,39,1092,698.88,Online
2726,Foot Locker,1185732,2021-05-03,Southeast,South Carolina,Charleston,Men's Street Footwear,33,265,8745,5072.1,Online
2727,Foot Locker,1185732,2021-05-03,Southeast,South Carolina,Charleston,Women's Athletic Footwear,27,144,3888,1632.96,Online
2728,Foot Locker,1185732,2021-05-03,Southeast,South Carolina,Charleston,Men's Street Footwear,35,1020,357000,160650,Online
2729,Foot Locker,1185732,2021-05-03,Southeast,South Carolina,Charleston,Men's Apparel,41,181,7421,3562.08,Online
2730,Foot Locker,1185732,2021-05-03,Midwest,Iowa,Des Moines,Women's Apparel,20,68,1360,720.8,Online
2731,Foot Locker,1185732,2021-05-03,Southeast,South Carolina,Charleston,Women's Apparel,32,189,6048,3810.24,Online
2732,Foot Locker,1185732,2021-05-03,Southeast,South Carolina,Charleston,Women's Street Footwear,25,725,181250,45312.5,Online
2733,Foot Locker,1185732,2021-05-03,Southeast,South Carolina,Charleston,Women's Street Footwear,24,181,4344,1650.72,Online
2734,Foot Locker,1185732,2021-05-03,Midwest,Iowa,Des Moines,Women's Apparel,20,250,50000,20000,In-store
2735,Kohl's,1189833,2021-05-03,Midwest,Montana,Billings,Men's Athletic Footwear,50,675,337500,101250,Outlet
2736,Foot Locker,1185732,2021-05-03,Midwest,Iowa,Des Moines,Men's Street Footwear,20,470,94000,28200,In-store
2737,Foot Locker,1185732,2021-05-03,Midwest,Iowa,Des Moines,Men's Athletic Footwear,20,175,35000,12250,In-store
2738,Kohl's,1189833,2021-05-03,Midwest,Montana,Billings,Men's Athletic Footwear,45,182,8190,3521.7,Online
2739,Foot Locker,1185732,2021-05-03,Midwest,Iowa,Des Moines,Women's Street Footwear,10,225,22500,6750,In-store
2740,Foot Locker,1185732,2021-05-03,Midwest,Iowa,Des Moines,Women's Athletic Footwear,15,100,15000,4500,In-store
2741,Foot Locker,1185732,2021-05-03,Midwest,Iowa,Des Moines,Men's Apparel,30,150,45000,22500,In-store
2742,Foot Locker,1185732,2021-05-03,Southeast,South Carolina,Charleston,Men's Athletic Footwear,32,210,6720,3292.8,Online
2743,Foot Locker,1185732,2021-05-03,Southeast,South Carolina,Charleston,Men's Apparel,45,625,281250,98437.5,Online
2744,Foot Locker,1185732,2021-05-03,Southeast,South Carolina,Charleston,Women's Apparel,35,725,253750,126875,Online
2745,Foot Locker,1185732,2021-05-03,Southeast,South Carolina,Charleston,Women's Athletic Footwear,30,575,172500,51750,Online
2746,Foot Locker,1185732,2021-06-03,Northeast,Rhode Island,Providence,Men's Athletic Footwear,34,44,1496,673.2,Online
2747,Foot Locker,1185732,2021-06-03,Northeast,Rhode Island,Providence,Women's Street Footwear,23,51,1173,609.96,Online
2748,Foot Locker,1185732,2021-06-03,Northeast,Rhode Island,Providence,Women's Athletic Footwear,29,8,232,116,Online
2749,Foot Locker,1185732,2021-06-03,Northeast,Rhode Island,Providence,Men's Street Footwear,35,445,155750,54512.5,In-store
2750,Foot Locker,1185732,2021-06-03,Northeast,Rhode Island,Providence,Men's Athletic Footwear,35,150,52500,18375,In-store
2751,Foot Locker,1185732,2021-06-03,Northeast,Rhode Island,Providence,Men's Apparel,44,20,880,396,Online
2752,Foot Locker,1197831,2021-06-03,West,Idaho,Boise,Women's Street Footwear,30,450,135000,47250,Online
2753,Foot Locker,1185732,2021-06-03,Northeast,Rhode Island,Providence,Women's Athletic Footwear,30,25,7500,3000,In-store
2754,Foot Locker,1197831,2021-06-03,West,Idaho,Boise,Women's Athletic Footwear,35,350,122500,55125,Online
2755,West Gear,1197831,2021-06-03,West,Idaho,Boise,Women's Apparel,33,116,3828,2488.2,Online
2756,Foot Locker,1197831,2021-06-03,West,Idaho,Boise,Men's Street Footwear,28,156,4368,1965.6,Online
2757,Foot Locker,1197831,2021-06-03,West,Idaho,Boise,Men's Athletic Footwear,36,169,6084,2798.64,Online
2758,Foot Locker,1197831,2021-06-03,West,Idaho,Boise,Women's Street Footwear,28,113,3164,1550.36,Online
2759,Foot Locker,1185732,2021-06-03,Northeast,Rhode Island,Providence,Women's Street Footwear,25,175,43750,17500,In-store
2760,West Gear,1197831,2021-06-03,West,Idaho,Boise,Men's Apparel,37,75,2775,1248.75,Online
2761,Foot Locker,1197831,2021-06-03,West,Idaho,Boise,Women's Athletic Footwear,33,105,3465,2009.7,Online
2762,Foot Locker,1197831,2021-06-03,West,Idaho,Boise,Men's Street Footwear,30,625,187500,65625,Online
2763,Foot Locker,1197831,2021-06-03,West,Idaho,Boise,Men's Athletic Footwear,40,625,250000,87500,Online
2764,Foot Locker,1185732,2021-06-03,Northeast,Rhode Island,Providence,Men's Street Footwear,34,111,3774,1887,Online
2765,West Gear,1197831,2021-06-03,West,Idaho,Boise,Women's Apparel,35,400,140000,70000,Online
2766,West Gear,1197831,2021-06-03,West,Idaho,Boise,Men's Apparel,40,250,100000,30000,Online
2767,Foot Locker,1185732,2021-06-03,Northeast,Rhode Island,Providence,Women's Apparel,32,51,1632,881.28,Online
2768,Foot Locker,1185732,2021-06-03,Northeast,Rhode Island,Providence,Men's Apparel,45,75,33750,10125,In-store
2769,Foot Locker,1185732,2021-06-03,Northeast,Rhode Island,Providence,Men's Street Footwear,26,156,4056,1500.72,Outlet
2770,Kohl's,1185732,2021-06-03,Northeast,New Jersey,Newark,Men's Athletic Footwear,32,58,1856,909.44,Online
2771,Kohl's,1189833,2021-06-03,Midwest,Montana,Billings,Women's Street Footwear,45,475,213750,96187.5,Outlet
2772,Foot Locker,1197831,2021-06-03,West,Idaho,Boise,Men's Street Footwear,21,200,4200,1554,Outlet
2773,Kohl's,1185732,2021-06-03,Northeast,New Jersey,Newark,Men's Street Footwear,35,495,173250,60637.5,In-store
2774,Kohl's,1185732,2021-06-03,Northeast,New Jersey,Newark,Men's Athletic Footwear,35,200,70000,24500,In-store
2775,Kohl's,1185732,2021-06-03,Northeast,New Jersey,Newark,Women's Street Footwear,25,225,56250,22500,In-store
2776,Kohl's,1185732,2021-06-03,Northeast,New Jersey,Newark,Women's Athletic Footwear,30,75,22500,9000,In-store
2777,Kohl's,1185732,2021-06-03,Northeast,New Jersey,Newark,Men's Apparel,45,125,56250,16875,In-store
2778,Kohl's,1189833,2021-06-03,Midwest,Montana,Billings,Women's Street Footwear,42,133,5586,3351.6,Online
2779,Kohl's,1185732,2021-06-03,Northeast,New Jersey,Newark,Women's Apparel,35,225,78750,31500,In-store
2780,Foot Locker,1185732,2021-06-03,Northeast,Rhode Island,Providence,Women's Apparel,25,58,1450,638,Outlet
2781,Foot Locker,1185732,2021-06-03,Northeast,Rhode Island,Providence,Women's Apparel,35,175,61250,24500,In-store
2782,Foot Locker,1185732,2021-06-03,Northeast,Rhode Island,Providence,Men's Apparel,33,25,825,297,Outlet
2783,Foot Locker,1185732,2021-06-03,Northeast,Rhode Island,Providence,Women's Street Footwear,17,56,952,447.44,Outlet
2784,Foot Locker,1185732,2021-06-03,Northeast,Rhode Island,Providence,Men's Athletic Footwear,27,45,1215,473.85,Outlet
2785,West Gear,1197831,2021-06-03,West,Idaho,Boise,Women's Apparel,25,124,3100,1643,Outlet
2786,West Gear,1197831,2021-06-03,West,Idaho,Boise,Men's Apparel,32,88,2816,985.6,Outlet
2787,Foot Locker,1197831,2021-06-03,West,Idaho,Boise,Women's Athletic Footwear,26,112,2912,1368.64,Outlet
2788,Kohl's,1185732,2021-06-03,Northeast,New Jersey,Newark,Women's Apparel,32,61,1952,976,Online
2789,Kohl's,1185732,2021-06-03,Northeast,New Jersey,Newark,Men's Apparel,43,34,1462,657.9,Online
2790,Kohl's,1185732,2021-06-03,Northeast,New Jersey,Newark,Women's Athletic Footwear,27,22,594,308.88,Online
2791,Kohl's,1185732,2021-06-03,Northeast,New Jersey,Newark,Women's Street Footwear,24,59,1416,750.48,Online
2792,Foot Locker,1197831,2021-06-03,West,Idaho,Boise,Women's Street Footwear,20,135,2700,1026,Outlet
2793,Foot Locker,1197831,2021-06-03,West,Idaho,Boise,Men's Athletic Footwear,27,188,5076,1979.64,Outlet
2794,Foot Locker,1185732,2021-06-03,Northeast,Rhode Island,Providence,Women's Athletic Footwear,20,8,160,75.2,Outlet
2795,Kohl's,1185732,2021-06-03,Northeast,New Jersey,Newark,Men's Street Footwear,32,144,4608,2119.68,Online
2796,Kohl's,1189833,2021-07-03,Midwest,Montana,Billings,Women's Athletic Footwear,43,143,6149,3135.99,Online
2797,Kohl's,1189833,2021-07-03,Midwest,Montana,Billings,Women's Athletic Footwear,45,475,213750,85500,Outlet
2798,West Gear,1185732,2021-08-03,Northeast,New York,Albany,Men's Apparel,51,133,6783,3323.67,Online
2799,West Gear,1185732,2021-08-03,Northeast,New York,Albany,Women's Athletic Footwear,39,106,4134,1694.94,Online
2800,Kohl's,1189833,2021-08-03,Midwest,Montana,Billings,Men's Apparel,55,400,220000,132000,Outlet
2801,West Gear,1185732,2021-08-03,Northeast,New York,Albany,Women's Apparel,45,575,258750,129375,In-store
2802,West Gear,1185732,2021-08-03,Northeast,New York,Albany,Men's Apparel,55,475,261250,91437.5,In-store
2803,West Gear,1185732,2021-08-03,Northeast,New York,Albany,Women's Athletic Footwear,40,425,170000,51000,In-store
2804,West Gear,1185732,2021-08-03,Northeast,New York,Albany,Women's Street Footwear,35,575,201250,50312.5,In-store
2805,West Gear,1185732,2021-08-03,Northeast,New York,Albany,Men's Athletic Footwear,45,550,247500,86625,In-store
2806,West Gear,1185732,2021-08-03,Northeast,New York,Albany,Men's Street Footwear,45,870,391500,176175,In-store
2807,Kohl's,1189833,2021-08-03,Midwest,Montana,Billings,Men's Apparel,53,120,6360,4642.8,Online
2808,West Gear,1185732,2021-08-03,Northeast,New York,Albany,Women's Apparel,43,161,6923,4153.8,Online
2809,Sports Direct,1185732,2021-08-03,Midwest,North Dakota,Fargo,Men's Apparel,36,36,1296,648,Online
2810,Sports Direct,1185732,2021-08-03,Midwest,North Dakota,Fargo,Women's Athletic Footwear,25,22,550,231,Online
2811,Sports Direct,1185732,2021-08-03,Midwest,North Dakota,Fargo,Women's Street Footwear,19,56,1064,446.88,Online
2812,Sports Direct,1185732,2021-08-03,Midwest,North Dakota,Fargo,Men's Athletic Footwear,27,58,1566,657.72,Online
2813,Sports Direct,1185732,2021-08-03,Midwest,North Dakota,Fargo,Women's Apparel,28,63,1764,917.28,Online
2814,Sports Direct,1185732,2021-08-03,Midwest,North Dakota,Fargo,Men's Street Footwear,30,495,148500,51975,Online
2815,Sports Direct,1185732,2021-08-03,Midwest,North Dakota,Fargo,Women's Apparel,30,225,67500,27000,Online
2816,Sports Direct,1185732,2021-08-03,Midwest,North Dakota,Fargo,Men's Apparel,40,125,50000,17500,Online
2817,Sports Direct,1185732,2021-08-03,Midwest,North Dakota,Fargo,Women's Athletic Footwear,25,75,18750,5625,Online
2818,Sports Direct,1185732,2021-08-03,Midwest,North Dakota,Fargo,Women's Street Footwear,20,225,45000,13500,Online
2819,Sports Direct,1185732,2021-08-03,Midwest,North Dakota,Fargo,Men's Athletic Footwear,30,200,60000,18000,Online
2820,Sports Direct,1185732,2021-08-03,Midwest,North Dakota,Fargo,Men's Street Footwear,29,134,3886,1826.42,Online
2821,West Gear,1185732,2021-08-03,Northeast,New York,Albany,Men's Street Footwear,44,252,11088,6541.92,Online
2822,West Gear,1185732,2021-08-03,Northeast,New York,Albany,Men's Athletic Footwear,44,165,7260,3339.6,Online
2823,West Gear,1185732,2021-08-03,Northeast,New York,Albany,Women's Street Footwear,33,161,5313,1912.68,Online
2824,Amazon,1185732,2021-09-03,Midwest,Ohio,Columbus,Women's Apparel,28,128,3584,2186.24,Online
2825,Amazon,1185732,2021-09-03,Midwest,Ohio,Columbus,Women's Athletic Footwear,24,98,2352,1223.04,Online
2826,Amazon,1185732,2021-09-03,Midwest,Ohio,Columbus,Women's Street Footwear,20,124,2480,1314.4,Online
2827,Amazon,1185732,2021-09-03,Midwest,Ohio,Columbus,Men's Athletic Footwear,27,126,3402,1530.9,Online
2828,Amazon,1185732,2021-09-03,Midwest,Ohio,Columbus,Men's Street Footwear,27,231,6237,3243.24,Online
2829,Amazon,1185732,2021-09-03,Midwest,Ohio,Columbus,Women's Athletic Footwear,25,325,81250,32500,Online
2830,Amazon,1185732,2021-09-03,Midwest,Ohio,Columbus,Men's Street Footwear,30,770,231000,92400,Online
2831,Amazon,1185732,2021-09-03,Midwest,Ohio,Columbus,Men's Athletic Footwear,30,450,135000,47250,Online
2832,Amazon,1185732,2021-09-03,Midwest,Ohio,Columbus,Women's Street Footwear,20,475,95000,38000,Online
2833,Amazon,1185732,2021-09-03,Midwest,Ohio,Columbus,Women's Apparel,30,475,142500,71250,Online
2834,Amazon,1185732,2021-09-03,Midwest,Ohio,Columbus,Men's Apparel,40,375,150000,52500,Online
2835,Kohl's,1189833,2021-09-03,Midwest,Montana,Billings,Women's Apparel,60,500,300000,75000,Outlet
2836,Kohl's,1189833,2021-09-03,West,California,San Francisco,Women's Street Footwear,36,217,7812,3281.04,Outlet
2837,West Gear,1185732,2021-09-03,Midwest,Indiana,Indianapolis,Men's Street Footwear,23,151,3473,1771.23,Online
2838,Amazon,1185732,2021-09-03,Midwest,Ohio,Columbus,Men's Apparel,37,113,4181,2048.69,Online
2839,Kohl's,1189833,2021-09-03,Midwest,Montana,Billings,Women's Apparel,55,130,7150,2860,Online
2840,West Gear,1185732,2021-09-03,Midwest,Indiana,Indianapolis,Women's Apparel,25,275,68750,27500,In-store
2841,West Gear,1185732,2021-09-03,Midwest,Indiana,Indianapolis,Men's Apparel,35,175,61250,18375,In-store
2842,West Gear,1185732,2021-09-03,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,20,125,25000,8750,In-store
2843,West Gear,1185732,2021-09-03,Midwest,Indiana,Indianapolis,Women's Street Footwear,15,275,41250,14437.5,In-store
2844,West Gear,1185732,2021-09-03,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,25,225,56250,22500,In-store
2845,West Gear,1185732,2021-09-03,Midwest,Indiana,Indianapolis,Men's Street Footwear,25,520,130000,52000,In-store
2846,Foot Locker,1128299,2021-09-03,West,Hawaii,Honolulu,Women's Apparel,55,325,178750,71500,Outlet
2847,Foot Locker,1128299,2021-09-03,West,Hawaii,Honolulu,Men's Apparel,60,125,75000,11250,Outlet
2848,Foot Locker,1128299,2021-09-03,West,Hawaii,Honolulu,Women's Athletic Footwear,55,275,151250,37812.5,Outlet
2849,Foot Locker,1128299,2021-09-03,West,Hawaii,Honolulu,Women's Street Footwear,60,375,225000,56250,Outlet
2850,Foot Locker,1128299,2021-09-03,West,Hawaii,Honolulu,Men's Athletic Footwear,55,350,192500,38500,Outlet
2851,Foot Locker,1128299,2021-09-03,West,Hawaii,Honolulu,Men's Street Footwear,45,500,225000,56250,Outlet
2852,Foot Locker,1128299,2021-09-03,West,Hawaii,Honolulu,Men's Street Footwear,44,135,5940,2376,Online
2853,Foot Locker,1128299,2021-09-03,West,Hawaii,Honolulu,Men's Athletic Footwear,54,91,4914,1523.34,Online
2854,Foot Locker,1128299,2021-09-03,West,Hawaii,Honolulu,Women's Street Footwear,57,101,5757,2245.23,Online
2855,Foot Locker,1128299,2021-09-03,West,Hawaii,Honolulu,Women's Athletic Footwear,52,69,3588,1291.68,Online
2856,Foot Locker,1128299,2021-09-03,West,Hawaii,Honolulu,Men's Apparel,55,36,1980,514.8,Online
2857,Kohl's,1189833,2021-09-03,West,California,San Francisco,Women's Street Footwear,41,189,7749,4029.48,Online
2858,Foot Locker,1128299,2021-09-03,West,Hawaii,Honolulu,Women's Apparel,50,85,4250,2337.5,Online
2859,West Gear,1185732,2021-09-03,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,23,61,1403,771.65,Online
2860,West Gear,1185732,2021-09-03,Midwest,Indiana,Indianapolis,Women's Street Footwear,14,72,1008,504,Online
2861,West Gear,1185732,2021-09-03,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,19,31,589,265.05,Online
2862,West Gear,1185732,2021-09-03,Midwest,Indiana,Indianapolis,Men's Apparel,32,44,1408,605.44,Online
2863,West Gear,1185732,2021-09-03,Midwest,Indiana,Indianapolis,Women's Apparel,24,74,1776,923.52,Online
2864,Kohl's,1189833,2021-09-03,West,California,San Francisco,Women's Street Footwear,45,700,315000,126000,Outlet
2865,Kohl's,1185732,2021-10-03,West,Wyoming,Cheyenne,Women's Apparel,40,550,220000,55000,In-store
2866,Amazon,1185732,2021-10-03,Northeast,Vermont,Burlington,Women's Apparel,45,275,123750,49500,In-store
2867,Amazon,1185732,2021-10-03,Northeast,Vermont,Burlington,Men's Apparel,55,175,96250,33687.5,In-store
2868,Amazon,1185732,2021-10-03,Northeast,Vermont,Burlington,Women's Athletic Footwear,40,125,50000,17500,In-store
2869,Amazon,1185732,2021-10-03,Northeast,Vermont,Burlington,Women's Street Footwear,35,275,96250,33687.5,In-store
2870,Kohl's,1189833,2021-10-03,West,California,San Francisco,Women's Athletic Footwear,45,550,247500,86625,Outlet
2871,Amazon,1185732,2021-10-03,Northeast,Vermont,Burlington,Men's Street Footwear,45,545,245250,110362.5,In-store
2872,West Gear,1185732,2021-10-03,West,Utah,Salt Lake City,Women's Apparel,30,400,120000,60000,In-store
2873,Sports Direct,1197831,2021-10-03,Midwest,Montana,Billings,Men's Street Footwear,20,700,140000,49000,Outlet
2874,Amazon,1185732,2021-10-03,Northeast,Vermont,Burlington,Men's Athletic Footwear,45,250,112500,50625,In-store
2875,Kohl's,1185732,2021-10-03,West,Wyoming,Cheyenne,Men's Apparel,50,450,225000,67500,In-store
2876,Kohl's,1185732,2021-10-03,West,Wyoming,Cheyenne,Men's Street Footwear,40,820,328000,164000,In-store
2877,Kohl's,1185732,2021-10-03,West,Wyoming,Cheyenne,Men's Athletic Footwear,40,525,210000,63000,In-store
2878,Kohl's,1185732,2021-10-03,West,Wyoming,Cheyenne,Women's Athletic Footwear,35,400,140000,49000,In-store
2879,Kohl's,1189833,2021-10-03,West,California,San Francisco,Women's Athletic Footwear,41,160,6560,3214.4,Online
2880,West Gear,1185732,2021-10-03,West,Utah,Salt Lake City,Women's Apparel,21,140,2940,1675.8,Outlet
2881,West Gear,1185732,2021-10-03,West,Utah,Salt Lake City,Men's Apparel,28,90,2520,1008,Outlet
2882,West Gear,1185732,2021-10-03,West,Utah,Salt Lake City,Women's Athletic Footwear,20,75,1500,630,Outlet
2883,Kohl's,1185732,2021-10-03,West,Wyoming,Cheyenne,Women's Street Footwear,30,550,165000,57750,In-store
2884,Sports Direct,1197831,2021-10-03,Midwest,Montana,Billings,Men's Street Footwear,18,210,3780,1890,Online
2885,West Gear,1185732,2021-10-03,West,Utah,Salt Lake City,Men's Athletic Footwear,22,105,2310,924,Outlet
2886,West Gear,1185732,2021-10-03,West,Utah,Salt Lake City,Men's Apparel,40,300,120000,42000,In-store
2887,West Gear,1185732,2021-10-03,West,Utah,Salt Lake City,Women's Athletic Footwear,25,250,62500,25000,In-store
2888,West Gear,1185732,2021-10-03,West,Utah,Salt Lake City,Women's Street Footwear,20,400,80000,28000,In-store
2889,West Gear,1185732,2021-10-03,West,Utah,Salt Lake City,Men's Athletic Footwear,30,350,105000,36750,In-store
2890,West Gear,1185732,2021-10-03,West,Utah,Salt Lake City,Men's Street Footwear,30,670,201000,80400,In-store
2891,Kohl's,1189833,2021-10-03,West,California,San Francisco,Women's Athletic Footwear,33,182,6006,2282.28,Outlet
2892,West Gear,1185732,2021-10-03,West,Utah,Salt Lake City,Men's Street Footwear,20,228,4560,1960.8,Outlet
2893,West Gear,1185732,2021-10-03,West,Utah,Salt Lake City,Women's Street Footwear,16,140,2240,873.6,Outlet
2894,West Gear,1185732,2021-10-03,West,Utah,Salt Lake City,Men's Street Footwear,29,168,4872,2533.44,Online
2895,Amazon,1185732,2021-10-03,Northeast,Vermont,Burlington,Women's Athletic Footwear,30,39,1170,468,Outlet
2896,Amazon,1185732,2021-10-03,Northeast,Vermont,Burlington,Men's Apparel,36,56,2016,786.24,Outlet
2897,Kohl's,1185732,2021-10-03,West,Wyoming,Cheyenne,Men's Apparel,47,126,5922,2664.9,Online
2898,Kohl's,1185732,2021-10-03,West,Wyoming,Cheyenne,Women's Apparel,37,165,6105,2258.85,Online
2899,Amazon,1185732,2021-10-03,Northeast,Vermont,Burlington,Women's Apparel,29,96,2784,1280.64,Outlet
